ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
O20170509001463,IA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396270831,N,161873,8426966755,PRIMARY HEALTH CARE INC,PRIMARY HEALTH CARE-WEST SIDE CLINIC,12/13/1989,IA,CORPORATION,,N,7555 HICKMAN RD,,URBANDALE,IA,503224620
O20170511000775,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1528161197,N,251840,8628989654,COASTAL FAMILY HEALTH CENTER INC,"COASTAL FAMILY HEALTH CENTER, INC-STATE LINE MEDICAL",8/25/1978,MS,CORPORATION,,N,256 MAIN ST,,STATE LINE,MS,393629499
O20170511001669,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1598299356,N,571076,1759695992,"CHARLES EVANS CENTER, INC",,5/19/2015,NY,CORPORATION,,N,305 OSER AVENUE,,HAUPPAUGE,NY,117883607
O20170515001254,MD,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1558892992,N,211915,3678484300,THREE LOWER COUNTIES COMMUNITY SERVICES INC.,CHESAPEAKE HEALTH CARE,2/28/1994,MD,CORPORATION,,N,1647 WOODBROOKE DR,,SALISBURY,MD,218048502
O20170515001757,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790223352,N,111060,5496777948,PRIMARY CARE OF SOUTHWEST GEORGIA INC,,11/14/2005,GA,CORPORATION,,N,907 N COURT ST,,QUITMAN,GA,316431315
O20170516002728,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1720482037,N,941026,7315831161,SEA-MAR COMMUNITY HEALTH CENTER,,12/11/2006,WA,CORPORATION,,N,515 W MAIN ST,,ELMA,WA,985419285
O20170517000762,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1427593409,N,371928,9133201171,GREAT SALT PLAINS HEALTH CENTER INC,,4/1/2007,OK,CORPORATION,,N,310 E WALNUT STREET,,CANTON,OK,73724
O20170517002407,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1487194155,N,571073,7113835380,OPEN DOOR FAMILY MEDICAL CENTER INC,,5/2/1975,NY,CORPORATION,,N,689 MAMARONECK AVE,,MAMARONECK,NY,105435910
O20170518001008,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1801999479,N,251822,8628989654,COASTAL FAMILY HEALTH CENTER INC,"COASTAL FAMILY HEALTH CENTER, INC-LEAKESVILLE MEDICAL",8/25/1978,MS,CORPORATION,,N,951 MAIN ST,,LEAKESVILLE,MS,394516543
O20170518002408,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1811420250,N,511128,6002867850,CAMDEN ON GAULEY MEDICAL CENTER INC,CAMDEN FAMILY HEALTH,11/1/1979,WV,CORPORATION,,N,71 AVENUE A,,RICHWOOD,WV,262611204
O20170518002848,VA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1235677634,N,491955,3476512427,PIEDMONT ACCESS TO HEALTH SERVICES INC,HEALTH CENTER OF THE PIEDMONT SOUTH BOSTON,5/4/2001,VA,CORPORATION,,N,1627 SEYMOUR DR,STE B,SOUTH BOSTON,VA,245923447
O20170519001403,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1619419785,N,741951,7911969092,LEGACY COMMUNITY HEALTH SERVICES INC,N/A,1/25/1982,TX,CORPORATION,,N,8329 LAWNDALE ST,,HOUSTON,TX,770123707
O20170519002247,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1871961680,N,941027,7315831161,SEA-MAR COMMUNITY HEALTH CENTER,,7/19/1978,WA,CORPORATION,,N,6100 NE FOURTH PLAIN BLVD,,VANCOUVER,WA,986616830
O20170519002327,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1821530981,N,741955,7911969092,LEGACY COMMUNITY HEALTH SERVICES INC,,1/25/1982,TX,CORPORATION,,N,8500 HIGHWAY 6 S,,HOUSTON,TX,770835709
O20170520000004,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588109185,N,681094,6103895107,HEALTH CARE CENTER FOR THE HOMELESS INC,ORANGE BLOSSOM FAMILY HEALTH CENTER,5/27/1993,FL,CORPORATION,,N,3100 EVANS TROJANS WAY,,ORLANDO,FL,328083662
O20170522000322,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1568900595,N,741954,7911969092,LEGACY COMMUNITY HEALTH SERVICES INC,,1/25/1982,TX,CORPORATION,,N,3430 CENTER ST,,DEER PARK,TX,775365056
O20170523000662,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1508390360,N,451156,3779579412,"ATASCOSA HEALTH CENTER, INC.",,12/7/1979,TX,CORPORATION,,N,8555 N STATE HIGHWAY 16,,POTEET,TX,780654034
O20170523001570,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1629510466,N,111061,6901700723,"SOUTHSIDE MEDICAL CENTER, INC.",SOUTHSIDE MEDICAL CENTER AT DOBBS ELEMENTARY,12/17/1970,GA,CORPORATION,,N,2025 JONESBORO RD SE,,ATLANTA,GA,303156726
O20170523002098,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1316201809,N,011034,1355597923,CAHABA MEDICAL CARE FOUNDATION,CAHABA MEDICAL CARE,10/5/2010,AL,CORPORATION,,N,1925 AVENUE E,,ENSLEY,AL,352181619
O20170523002487,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1457802332,N,191967,3678755535,MARILLAC COMMUNITY HEALTH CENTERS,DEPAUL COMMUNITY HEALTH CENTERS,7/15/2010,LA,CORPORATION,,N,3715 WILLIAMS BLVD,STE 220,KENNER,LA,700653061
O20170524000658,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1447791512,N,181022,2961453618,JUNIPER HEALTH INC,JUNIPER HEALTH MORGAN COUNTY,12/24/2003,KY,CORPORATION,,N,1219 W MAIN ST,,WEST LIBERTY,KY,414722161
O20170524002475,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1801331384,N,361134,9335300904,FIVE RIVERS HEALTH CENTERS,,2/25/2011,OH,CORPORATION,,N,360 WILSON DR,,XENIA,OH,453851870
O20170525000685,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1053588988,N,571072,6103193024,UNDER 21,COVENANT HOUSE NEW YORK,6/1/1981,NY,CORPORATION,,N,460 W 41ST ST,,NEW YORK,NY,100366801
O20170525000701,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1710427455,N,191970,1052220985,PRIMARY CARE PROVIDERS FOR A HEALTHY FELICIANA INC.,RKM PRIMARY CARE LORANGER,8/6/1998,LA,CORPORATION,,N,54016 HIGHWAY 1062,,LORANGER,LA,704463538
O20170525002736,VA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1508399031,N,491956,9931010857,THE DAILY PLANET INC,HMHDS WOODMAN CENTER,11/3/1975,VA,CORPORATION,,N,10299 WOODMAN RD,,GLEN ALLEN,VA,230604419
O20170526000167,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093249518,N,191974,3678755535,MARILLAC COMMUNITY HEALTH CENTERS,DEPAUL COMMUNITY HEALTH CENTERS,7/15/2010,LA,CORPORATION,,N,3215 GENERAL MEYER AVE,,NEW ORLEANS,LA,701143204
O20170526000963,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881135499,N,941030,6002803749,LEWIS COUNTY COMMUNITY HEALTH SERVICES,VALLEY VIEW HEALTH CENTER,3/3/2004,WA,CORPORATION,,N,273 SUSSEX AVE E,,TENINO,WA,985899359
O20170526001400,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1851741003,N,741957,3072501154,SPRING BRANCH COMMUNITY HEALTH CENTER,,7/14/2003,TX,CORPORATION,,N,5502 1ST STREET,,KATY,TX,774932472
O20170530001821,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881789014,N,571077,5193794972,"NEIGHBORHOOD HEALTH CENTER OF WNY, INC.",,3/18/1987,NY,CORPORATION,,N,4233 LAKE AVE,,BUFFALO,NY,142191216
O20170531000888,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1902208234,N,321952,9830080688,EL CENTRO FAMILY HEALTH,ROBERTSON HIGH SCHOOL BASED CLINIC,11/6/1975,NM,CORPORATION,,N,1236 5TH ST,,LAS VEGAS,NM,877014337
O20170531000957,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1497294235,N,181016,9436301686,STERLING HEALTH SOLUTIONS INC,,6/25/2009,KY,CORPORATION,,N,6601 INDIAN MOUND RD,,MOUNT STERLING,KY,403538200
O20170601000820,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1295262921,N,571081,9234048588,THE INSTITUTE FOR FAMILY HEALTH,,4/25/1985,NY,CORPORATION,,N,300 CADMAN PLZ W,FL 17,BROOKLYN,NY,112013229
O20170601001707,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1003093436,N,571079,6204087596,BRIGHTPOINT HEALTH,,1/27/2000,,CORPORATION,,N,459 E 149TH ST,,BRONX,NY,104551314
O20170605001715,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1306377643,N,681095,3476450818,PREMIER COMMUNITY HEALTHCARE GROUP INC,,7/29/1979,FL,CORPORATION,,N,300 S MAIN ST,,BROOKSVILLE,FL,346013320
O20170605001832,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1285185173,N,781883,1658285671,SHAWNEE HEALTH SERVICE AND DEVELOPMENT CORP,"SHAWNEE HEALTH CARE, SAME DAY",5/2/1972,IL,CORPORATION,,N,404 S LEWIS LN,,CARBONDALE,IL,629013547
O20170605002499,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1932630282,N,681096,3476450818,PREMIER COMMUNITY HEALTHCARE GROUP INC,,7/29/1979,FL,CORPORATION,,N,7551 FOREST OAKS BLVD,,SPRING HILL,FL,346062437
O20170606000410,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1659807485,N,391094,9234046228,PRIMARY HEALTH NETWORK,,12/19/1983,PA,CORPORATION,,N,529 LLOYD AVE,,LATROBE,PA,156501721
O20170606000826,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1457444606,N,251930,8628989654,COASTAL FAMILY HEALTH CENTER INC,"COASTAL FAMILY HEALTH CENTER, INC - JR HIGH SCHOOL",8/25/1978,MS,CORPORATION,,N,620 MAIN ST,,LEAKESVILLE,MS,394516520
O20170607000765,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1831476399,N,111062,0547429292,"HEALTH EDUCATION, ASSESSMENT AND LEADERSHIP, INC",HEALING COMMUNITY CENTER,7/24/2009,GA,CORPORATION,,N,3666 HIGHWAY 5,,DOUGLASVILLE,GA,301356939
O20170608000578,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669912341,N,571078,3072798172,"MORRIS HEIGHTS HEALTH CENTER, INC.",,10/17/1984,NY,CORPORATION,,N,1227 EDWARD GRANT HIGHWAY,,BRONX,NY,10452
O20170609001721,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194258327,N,111063,0547228686,"EAST GEORGIA HEALTHCARE CENTER, INC.",,10/19/1992,GA,CORPORATION,,N,1075 E WINTHROPE AVE,,MILLEN,GA,304426766
O20170609001820,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1457895740,N,941029,7315831161,SEA-MAR COMMUNITY HEALTH CENTER,,5/1/2017,WA,CORPORATION,,N,1307 S 11TH ST,,TACOMA,WA,984053644
O20170612000096,VT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1083832851,N,471864,2062491251,COMMUNITY HEALTH CENTERS OF BURLINGTON INC,,7/15/1971,VT,CORPORATION,,N,300 PEARL ST,,BURLINGTON,VT,054018531
O20170612002913,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1295274538,N,511126,9335171834,BELINGTON COMMUNITY MEDICAL SERVICES ASSOCIATION,THE MYERS CLINIC,9/13/1973,WV,OTHER,NON-PROFIT,N,116 MCCLELLAN RD,,PHILIPPI,WV,26416
O20170613001089,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1114462272,N,181021,3678841822,"AUDUBON AREA COMMUNITY CARE CLINIC, INC.",,5/10/2016,KY,CORPORATION,,P,750 SALEM DR,STE 2,OWENSBORO,KY,423037758
O20170613002244,OH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1285174953,N,361135,1951395086,OHIO NORTH EAST HEALTH SYSTEMS INC,RISE RECOVERY,2/23/1989,OH,CORPORATION,,N,3132 BELMONT AVE,,YOUNGSTOWN,OH,445051838
O20170613002665,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1053845636,N,741960,8820038565,EAST TEXAS BORDER HEALTH CLINIC,GENESIS PRIMECARE,1/15/2004,TX,CORPORATION,,N,618 S GROVE ST,STE 100&300,MARSHALL,TX,756705294
O20170613002755,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1487012779,N,751970,8820084692,LIVINGSTON COMMUNITY HEALTH,WOLVESS WELLNESS CENTER,8/15/2016,CA,CORPORATION,,N,1617 MAIN ST,,LIVINGSTON,CA,953341250
O20170614001581,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1831635770,N,781875,4385625342,COMMUNITY HEALTH IMPROVEMENT CENTER,ELEMENTS AT CROSSING HEALTHCARE,4/7/1972,IL,CORPORATION,,N,420 E CENTRAL AVE,,DECATUR,IL,625211050
O20170619002637,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1659827996,N,191969,2062300858,PRIMARY HEALTH SERVICES CENTER,PHSC- GRAMBLING FAMILY HEALTH CENTER,2/7/1997,LA,CORPORATION,,N,7604 HIGHWAY 80,,GRAMBLING,LA,71245
O20170620000014,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1508306861,N,781874,5799682993,CRUSADERS CENTRAL CLINIC ASSOCIATION,CRUSADER COMMUNITY HEALTH ON ALPINE,3/30/2017,IL,OTHER,NON-PROFIT,N,1215 N ALPINE RD,,ROCKFORD,IL,611072201
O20170621002498,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396282208,N,681097,0547249518,"NORTHEAST FLORIDA HEALTH SERVICES, INC",FAMILY HEALTH SOURCE,5/1/2004,FL,CORPORATION,,N,"801 BEVILLE RD, STE 101&102",,SOUTH DAYTONA,FL,321191860
O20170622000021,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1265963623,N,251049,4082509492,"ACCESS FAMILY HEALTH SERVICES, INC.",ACCESS FAMILY HEALTH - NETTLETON CLINIC,9/6/1978,MS,CORPORATION,,N,7230 HIGHWAY 45 N,,NETTLETON,MS,388589399
O20170622000355,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1811342827,N,571082,2668385014,"FAMILY HEALTH NETWORK OF CENTRAL NEW YORK, INC.",FHN-PEDIATRIC AND FAMILY PRACTICE HEALTH CENTER,5/2/1989,NY,CORPORATION,,N,24 GROTON AVE,,CORTLAND,NY,130452014
O20170622000847,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1073960100,N,571074,6507830031,WHITNEY M YOUNG JR HEALTH CENTER INC,,9/5/1974,NY,CORPORATION,,N,1804 2ND AVE,,WATERVLIET,NY,121892818
O20170622001830,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1942660105,N,571075,6507830031,WHITNEY M YOUNG JR HEALTH CENTER INC,,9/5/1974,NY,CORPORATION,,N,10 DEWITT ST,,ALBANY,NY,122072423
O20170622002464,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023470382,N,051934,1658280748,CITY & COUNTY OF SAN FRANCISCO,CURRY SENIOR CLINIC,,,OTHER,COUNTY GOVERNMENT,N,333 TURK ST,,SAN FRANCISCO,CA,941023703
O20170622002894,AL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1215471032,N,011037,0143219196,"RURAL HEALTH MEDICAL PROGRAM, INC.",THOMASTON HEALTH CENTER,3/3/1978,AL,CORPORATION,,N,111 MAIN ST,,THOMASTON,AL,367833137
O20170623001562,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1902267479,N,751974,4284539966,ALTAMED HEALTH SERVICES CORP,ALTAMED MEDICAL AND DENTAL GROUP-SOUTH GATE,4/21/1970,CA,CORPORATION,,N,8627 ATLANTIC AVE,,SOUTH GATE,CA,902803501
O20170623001748,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1962862938,N,321954,6305745191,"LA CLINICA DE FAMILIA, INCORPORATED",,10/12/1978,NM,CORPORATION,,N,800 S COUNTY LINE DR,,CHAPARRAL,NM,880817830
O20170627000104,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1881131423,N,681098,8729996608,LEE MEMORIAL HEALTH SYSTEM,LEE COMMUNITY HEALTHCARE - PALM BEACH BLVD,4/1/2017,FL,OTHER,NON-PROFIT,N,4040 PALM BEACH BLVD,STE F,FORT MYERS,FL,339163470
O20170627002424,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1538607031,N,681093,8729996608,LEE MEMORIAL HEALTH SYSTEM,LEE COMMUNITY HEALTHCARE - OB BASS RD.,,,OTHER,SPECIAL PURPOSE UNIT OF LOCAL GOVT,N,"9800 S HEALTHPARK DR, STE 205",,FORT MYERS,FL,339083630
O20170628002143,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1144575820,N,741953,4587812888,TYLER FAMILY CIRCLE OF CARE,FAMILY CIRCLE OF CARE,6/17/2011,TX,CORPORATION,,N,1001 N PALESTINE ST,,ATHENS,TX,757513614
O20170628003147,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093181448,N,751980,3476546227,EL PROYECTO DEL BARRIO INC,EL PROYECTO DEL BARRIO INC/NORTHRIDGE COMMUNITY CLINIC,2/24/1971,CA,CORPORATION,,N,18250 ROSCOE BLVD,STE 200,NORTHRIDGE,CA,913254226
O20170629001899,AZ,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1144755182,N,031952,4082509591,CANYONLANDS COMMUNITY HEALTH CARE,CANYONLANDS HEALTH CARE-SAFFORD INTEGRATED,2/6/1975,AZ,CORPORATION,,N,1615 S 1ST AVE,,SAFFORD,AZ,855462103
O20170630000571,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1083011639,Y,681099,4082515390,"COMMUNITY HEALTH CENTERS, INC",,1/1/1974,FL,CORPORATION,,N,7912 FOREST CITY RD,,ORLANDO,FL,328102907
O20170630000711,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1205385838,N,681101,4082625827,TREASURE COAST COMMUNITY HEALTH INC,,10/8/1993,FL,CORPORATION,,N,1955 21ST AVE,,VERO BEACH,FL,329603091
O20170630001102,TX,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1922532555,N,741961,8820038565,EAST TEXAS BORDER HEALTH CLINIC,GENESIS PRIMECARE,1/15/2004,TX,CORPORATION,,N,"620 S GROVE ST, STE 105",GENESIS PRIMECARE,MARSHALL,TX,756705295
O20170630001104,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609120682,N,191972,8628987682,SOUTHWEST LOUISIANA PRIMARY HEALTH CARE CENTER INC,NORTHSIDE COMMUNITY HEALTH CENTER,2/1/2014,LA,CORPORATION,,N,1800 LOUISIANA AVE,,LAFAYETTE,LA,705013702
O20170630001130,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649708611,N,751975,1254240898,HI-DESERT MEMORIAL HEALTH CARE DISTRICT,MORONGO BASIN COMMUNITY HEALTH CENTER,,,OTHER,PUBLIC AGENCY,N,58383 29 PALMS HWY,STE 101,YUCCA VALLEY,CA,922845891
O20170703001679,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194198119,N,751988,2062304538,LIFELONG MEDICAL CARE,LIFELONG MEDICAL CARE - PINOLE HEALTH CENTER,,,CORPORATION,,N,806 SAN PABLO AVE,,PINOLE,CA,945642478
O20170705001690,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609303734,N,681100,3870402548,"SUNCOAST COMMUNITY HEALTH CENTERS, INC",THONOTOSASSA COMMUNITY HEALTH CENTER,5/1/1977,FL,CORPORATION,,N,9555 E FOWLER AVE STE 9555A,THONOTOSASSA COMMUNITY HEALTH CENTE,THONOTOSASSA,FL,335922139
O20170706001684,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1710437991,N,781877,1052203155,HOWARD BROWN HEALTH CENTER,HOWARD BROWN HEALTH 55TH ST,1/1/1974,IL,CORPORATION,,N,1525 E 55TH ST,STE 201,CHICAGO,IL,606155582
O20170706002785,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1700312618,N,511130,6002867850,CAMDEN ON GAULEY MEDICAL CENTER INC,,11/1/1979,WV,CORPORATION,,N,190 RIVERSIDE DR,RM 2109,RICHWOOD,WV,262611251
O20170707000099,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1740717743,N,321955,4082601026,LA FAMILIA MEDICAL CENTER,,9/1/1972,NM,CORPORATION,,N,1532 CERRILLOS RD,STE B,SANTA FE,NM,875053512
O20170707000675,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1922301472,N,111064,8426203225,"J.C. LEWIS PRIMARY HEALTHCARE CENTER, INC",,1/1/2011,GA,CORPORATION,,N,107 FAHM ST,,SAVANNAH,GA,314012391
O20170707001604,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1689048241,N,751982,3678513736,CLINICA DE SALUD DEL VALLE DE SALINAS,,7/9/1988,CA,CORPORATION,,N,126 5TH STREET,,GONZALES,CA,93926
O20170710000380,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1427585157,N,511127,6002867850,CAMDEN ON GAULEY MEDICAL CENTER INC,CAMDEN FAMILY HEALTH,11/17/2016,WV,CORPORATION,,N,16414 WEBSTER RD,,CRAIGSVILLE,WV,262058512
O20170710000985,AK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194261594,N,021845,1456265362,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,,4/1/2017,AK,CORPORATION,,N,225 FRONT ST,,JUNEAU,AK,998011244
O20170710001971,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1548711120,N,251064,8628989654,COASTAL FAMILY HEALTH CENTER INC,"COASTAL FAMILY HEALTH CENTER, INC - MAGNOLIA SCHOOL CLINIC",8/25/1978,MS,CORPORATION,,N,4630 MAGNOLIA ST,,MOSS POINT,MS,395632659
O20170711000029,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1558882720,N,391095,3072598937,WAYNE MEMORIAL COMMUNITY HEALTH CENTERS,HONESDALE BEHAVIORAL HEALTH,6/25/1981,PA,CORPORATION,,N,RTE 6 600 MAPLE AVE,STE 15,HONESDALE,PA,184311460
O20170712000765,UT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1508299892,N,461858,8224262480,UTAH PARTNERS FOR HEALTH,,7/15/2002,UT,CORPORATION,,N,7651 S MAIN ST,,MIDVALE,UT,840477101
O20170712001154,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1528312519,N,251063,8628989654,COASTAL FAMILY HEALTH CENTER INC,"COASTAL FAMILY HEALTH CENTER, INC - BILOXI PEDIATRIC CLINIC",8/25/1978,MS,CORPORATION,,N,735 DIVISION ST,,BILOXI,MS,395302209
O20170712001899,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194191536,N,151987,7214226844,"GREENE COUNTY HEALTH, INC",GREENE COUNTY HEALTH LINTON,2/27/2015,IN,CORPORATION,,N,1600 A ST NE,STE 9,LINTON,IN,474411612
O20170712003419,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1386042653,N,151986,7214226844,"GREENE COUNTY HEALTH, INC",GREENE COUNTY HEALTH SHAKAMAK,2/27/2015,IN,CORPORATION,,N,714 W MAIN ST,,JASONVILLE,IN,474381323
O20170713001394,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1801284443,N,681102,4486923059,PRIMARY CARE MEDICAL SERVICES OF POINCIANA INC,OSCEOLA COMMUNITY HEALTH SERVICES,4/1/2017,FL,CORPORATION,,N,1050 GRAPE AVE,ST CLOUD,SAINT CLOUD,FL,347693965
O20170713002332,CT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1982151635,N,071930,6305750480,STAYWELL HEALTH CARE INC.,,12/11/1994,CT,CORPORATION,,N,30 CHURCH ST,,NAUGATUCK,CT,067704112
