hc_id,year,hc_type,HealthCenterName,AK
'868,2009,fqhc,MADISON CNTY COMMUNITY HEALTH CENTER,OR
'832,2008,fqhc,MADISON CNTY COMMUNITY HEALTH CENTER,PR
'2342,2007,fqhc,"Madison Community Health Center, Inc.",TN
'2827,2006,fqhc,"Madison Community Health Center, Inc.",TX
'1842,2004,fqhc,"Madison Community Health Center, Inc.",WY
'0515200,2015,fqhc,"MADISON COMMUNITY HEALTH CENTER, INC. D/B/A ACCESS COMMUNITY HEALTH CENTERS",IL
'0515200,2014,fqhc,"MADISON COMMUNITY HEALTH CENTER, INC. D/B/A ACCESS COMMUNITY HEALTH CENTERS",LA
'0515200,2013,fqhc,"MADISON COMMUNITY HEALTH CENTER, INC. D/B/A ACCESS COMMUNITY HEALTH CENTERS",MI
'0515200,2012,fqhc,"MADISON COMMUNITY HEALTH CENTER, INC. D/B/A ACCESS COMMUNITY HEALTH CENTERS",MT
'0515200,2011,fqhc,"MADISON COMMUNITY HEALTH CENTER, INC. D/B/A ACCESS COMMUNITY HEALTH CENTERS",NE
'1591,2010,fqhc,"Madison Community Health Center, Inc. d/b/a Access Community Health Centers",NY
'470,2009,fqhc,"Madison Community Health Center, Inc. d/b/a Access Community Health Centers",OH
'452,2008,fqhc,"Madison Community Health Center, Inc. d/b/a Access Community Health Centers",PA
'1970,2005,fqhc,"Madison Community Health Center, Inc. DBA Access Community H",WA
'1952,2005,fqhc,Madison County CHC,WA
'1852,2004,fqhc,Madison County CHC,WY
'2369,2007,fqhc,Madison County Community Health Center,TX
'3006,2006,fqhc,Madison County Community Health Center,UT
'0516760,2018,lookalike,"MADISON COUNTY COMMUNITY HEALTH CENTER, INCORPORATED",CA
'0516760,2017,lookalike,"MADISON COUNTY COMMUNITY HEALTH CENTER, INCORPORATED",CA
'0516760,2016,lookalike,"MADISON COUNTY COMMUNITY HEALTH CENTER, INCORPORATED",FL
'1540,2007,fqhc,Maine Migrant Health Program,SC
'2219,2006,fqhc,Maine Migrant Health Program,TX
'1127,2005,fqhc,Maine Migrant Health Program,UT
'010040,2017,fqhc,"MAINE MIGRANT PROGRAMS, INC.",CA
'010040,2016,fqhc,"MAINE MIGRANT PROGRAMS, INC.",FL
'010040,2015,fqhc,"MAINE MIGRANT PROGRAMS, INC.",ID
'010040,2014,fqhc,"MAINE MIGRANT PROGRAMS, INC.",KY
'010040,2013,fqhc,"MAINE MIGRANT PROGRAMS, INC.",MD
'010040,2012,fqhc,"MAINE MIGRANT PROGRAMS, INC.",MO
'010040,2011,fqhc,"MAINE MIGRANT PROGRAMS, INC.",NC
'1790,2010,fqhc,"MAINE MIGRANT PROGRAMS, INC.",NY
'673,2009,fqhc,"MAINE MIGRANT PROGRAMS, INC.",OK
'642,2008,fqhc,"MAINE MIGRANT PROGRAMS, INC.",PA
'010040,2019,fqhc,MAINE MOBILE HEALTH PROGRAM INC.,AK
'010040,2018,fqhc,MAINE MOBILE HEALTH PROGRAM INC.,CA
'1625,2007,fqhc,"Mainline Health System, Inc.",SC
'2809,2006,fqhc,"Mainline Health System, Inc.",TX
'1296,2005,fqhc,"Mainline Health System, Inc.",VA
'1515,2004,fqhc,"Mainline Health System, Inc.",WV
'062730,2019,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",AZ
'062730,2018,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",CA
'062730,2017,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",CT
'062730,2016,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",GA
'062730,2015,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",IN
'062730,2014,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",MA
'062730,2013,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",MI
'062730,2012,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",MT
'062730,2011,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",NJ
'2165,2010,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",NY
'1050,2009,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",OR
'1007,2008,fqhc,"MAINLINE HEALTH SYSTEMS, INC.",PR
'044310,2018,fqhc,"MANATEE COUNTY RURAL HEALTH SERVICES, INC.",CA
'044310,2017,fqhc,"MANATEE COUNTY RURAL HEALTH SERVICES, INC.",CO
'044310,2016,fqhc,"MANATEE COUNTY RURAL HEALTH SERVICES, INC.",GA
'044310,2015,fqhc,"MANATEE COUNTY RURAL HEALTH SERVICES, INC.",IL
'044310,2014,fqhc,"MANATEE COUNTY RURAL HEALTH SERVICES, INC.",LA
'044310,2013,fqhc,"MANATEE COUNTY RURAL HEALTH SERVICES, INC.",ME
'044310,2012,fqhc,"MANATEE COUNTY RURAL HEALTH SERVICES, INC.",MN
'044310,2011,fqhc,"MANATEE COUNTY RURAL HEALTH SERVICES, INC.",ND
'2196,2010,fqhc,"Manatee County Rural Health Services, Inc.",NY
'1081,2009,fqhc,"Manatee County Rural Health Services, Inc.",OR
'1035,2008,fqhc,"Manatee County Rural Health Services, Inc.",PR
'2354,2007,fqhc,"Manatee County Rural Health Services, Inc.",TX
'2132,2006,fqhc,"Manatee County Rural Health Services, Inc.",TX
'1322,2005,fqhc,"Manatee County Rural Health Services, Inc.",VA
'1167,2004,fqhc,"Manatee County Rural Health Services, Inc.",WI
'010760,2018,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,CA
'010760,2017,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,CA
'010760,2016,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,FL
'010760,2015,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,ID
'010760,2014,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,KY
'010760,2013,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,MD
'010760,2012,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,MT
'010760,2011,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,NC
'2148,2010,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,NY
'1033,2009,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,OR
'992,2008,fqhc,MANCHESTER COMMUNITY HEALTH CENTER,PR
'1301,2007,fqhc,Manchester Community Health Center,RI
'2130,2006,fqhc,Manchester Community Health Center,TX
'1292,2005,fqhc,Manchester Community Health Center,VA
'1143,2004,fqhc,Manchester Community Health Center,WI
'010760,2019,fqhc,MANCHESTER COMMUNITY HEALTH CENTER DBA AMOSKEAG HEALTH,AK
'1483,2005,fqhc,Manchester Health Department,VA
'1397,2004,fqhc,Manchester Health Department,WV
'1835,2007,fqhc,Manet Community Health Center,TN
'2652,2006,fqhc,Manet Community Health Center,TX
'1374,2005,fqhc,Manet Community Health Center In,VA
'1758,2004,fqhc,Manet Community Health Center In,WV
'011640,2019,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",AK
'011640,2018,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",CA
'011640,2017,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",CA
'011640,2016,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",FL
'011640,2015,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",ID
'011640,2014,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",KY
'011640,2013,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",MD
'011640,2012,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",MO
'011640,2011,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",NC
'1325,2010,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",NV
'202,2009,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",OH
'196,2008,fqhc,"MANET COMMUNITY HEALTH CENTER, INC.",PA
'1458,2007,fqhc,Maniilaq Association,SC
'2966,2006,fqhc,Maniilaq Association,TX
'1543,2005,fqhc,Maniilaq Association,VA
'1890,2004,fqhc,Maniilaq Association,WY
'100800,2019,fqhc,MANILLAQ ASSOCIATION,CA
'100800,2018,fqhc,MANILLAQ ASSOCIATION,CA
'100800,2017,fqhc,MANILLAQ ASSOCIATION,FL
'100800,2016,fqhc,MANILLAQ ASSOCIATION,IA
'100800,2015,fqhc,MANILLAQ ASSOCIATION,KS
'100800,2014,fqhc,MANILLAQ ASSOCIATION,MA
'100800,2013,fqhc,MANILLAQ ASSOCIATION,MN
'100800,2012,fqhc,MANILLAQ ASSOCIATION,NC
'100800,2011,fqhc,MANILLAQ ASSOCIATION,NM
'2126,2010,fqhc,MANILLAQ ASSOCIATION,NY
'1011,2009,fqhc,MANILLAQ ASSOCIATION,OR
'970,2008,fqhc,MANILLAQ ASSOCIATION,PR
'043920,2016,fqhc,"MANTACHIE RURAL HEALTH CARE, INC",GA
'043920,2015,fqhc,"MANTACHIE RURAL HEALTH CARE, INC",IL
'043920,2014,fqhc,"MANTACHIE RURAL HEALTH CARE, INC",LA
'043920,2013,fqhc,"MANTACHIE RURAL HEALTH CARE, INC",ME
'043920,2012,fqhc,"MANTACHIE RURAL HEALTH CARE, INC",MT
'043920,2011,fqhc,"MANTACHIE RURAL HEALTH CARE, INC",ND
'1672,2010,fqhc,"MANTACHIE RURAL HEALTH CARE, INC",NY
'553,2009,fqhc,"MANTACHIE RURAL HEALTH CARE, INC",OH
'527,2008,fqhc,"MANTACHIE RURAL HEALTH CARE, INC",PA
'043920,2019,fqhc,"MANTACHIE RURAL HEALTH CARE, INC.",AL
'043920,2018,fqhc,"MANTACHIE RURAL HEALTH CARE, INC.",CA
'043920,2017,fqhc,"MANTACHIE RURAL HEALTH CARE, INC.",CA
'1652,2007,fqhc,"Mantachie Rural Health Care, Inc.",SC
'2016,2006,fqhc,"Mantachie Rural Health Care, Inc.",TX
'1724,2004,fqhc,"Mantachie Rural Health Care, Inc.",WV
'05E00303,2019,fqhc,MAPLE CITY HEALTH CARE CENTER,AR
'05E00303,2018,fqhc,MAPLE CITY HEALTH CARE CENTER,CA
'05E00303,2017,fqhc,MAPLE CITY HEALTH CARE CENTER,CT
'05E00303,2016,fqhc,MAPLE CITY HEALTH CARE CENTER,GA
'05E00303,2015,fqhc,MAPLE CITY HEALTH CARE CENTER,IL
'05E00303,2014,fqhc,MAPLE CITY HEALTH CARE CENTER,LA
'05E00303,2013,fqhc,MAPLE CITY HEALTH CARE CENTER,MI
'05E00303,2012,fqhc,MAPLE CITY HEALTH CARE CENTER,MT
'090080,2019,fqhc,MARANA HEALTH CENTER,AZ
'090080,2018,fqhc,MARANA HEALTH CENTER,CA
'090080,2017,fqhc,MARANA HEALTH CENTER,DE
'090080,2016,fqhc,MARANA HEALTH CENTER,HI
'090080,2015,fqhc,MARANA HEALTH CENTER,IN
'090080,2014,fqhc,MARANA HEALTH CENTER,MA
'090080,2013,fqhc,MARANA HEALTH CENTER,MI
'090080,2012,fqhc,MARANA HEALTH CENTER,NC
'090080,2011,fqhc,MARANA HEALTH CENTER,NJ
'2106,2010,fqhc,MARANA HEALTH CENTER,NY
'991,2009,fqhc,MARANA HEALTH CENTER,OR
'952,2008,fqhc,MARANA HEALTH CENTER,PR
'2171,2007,fqhc,Marana Health Center,TN
'2925,2006,fqhc,Marana Health Center,TX
'1492,2005,fqhc,Marana Health Center,VA
'1484,2004,fqhc,Marana Health Center,WV
'2989,2006,fqhc,Margaret J. Weston Health Center,TX
'1829,2005,fqhc,Margaret J. Weston Health Center,WA
'08E01199,2019,fqhc,MARIAS HEALTHCARE SERVICES INC,AZ
'08E01199,2018,fqhc,MARIAS HEALTHCARE SERVICES INC,CA
'08E01199,2017,fqhc,MARIAS HEALTHCARE SERVICES INC,DE
'08E01199,2016,fqhc,MARIAS HEALTHCARE SERVICES INC,HI
'08E01199,2015,fqhc,MARIAS HEALTHCARE SERVICES INC,IN
'1304,2007,fqhc,Maricopa County Department of Public Health Services,RI
'2372,2006,fqhc,Maricopa County Department of Public Health Services,TX
'1485,2005,fqhc,Maricopa County Dept Of Public Health Svs,VA
'1488,2004,fqhc,Maricopa County Dept Of Public Health Svs,WV
'090750,2017,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,FL
'090750,2016,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,HI
'090750,2015,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,IN
'090750,2014,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,MA
'090750,2013,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,MI
'090750,2012,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,NC
'090750,2011,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,NJ
'2170,2010,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,NY
'1055,2009,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,OR
'1012,2008,fqhc,MARICOPA COUNTY PUBLIC HLTH SERVS DEPT,PR
'09E00911,2019,fqhc,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,CA
'09E00911,2018,lookalike,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,CA
'09E00911,2017,lookalike,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,CA
'09E00911,2016,lookalike,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,FL
'08E01132,2019,fqhc,"MARILLAC CLINIC, INC.",AZ
'08E01132,2018,fqhc,"MARILLAC CLINIC, INC.",CA
'08E01132,2017,fqhc,"MARILLAC CLINIC, INC.",DE
'08E01132,2016,fqhc,"MARILLAC CLINIC, INC.",HI
'08E01132,2015,fqhc,"MARILLAC CLINIC, INC.",IN
'06E00523,2019,fqhc,MARILLAC COMMUNITY HEALTH CENTERS,AZ
'06E00523,2018,fqhc,MARILLAC COMMUNITY HEALTH CENTERS,CA
'06E00523,2017,fqhc,MARILLAC COMMUNITY HEALTH CENTERS,CT
'06E00523,2016,fqhc,MARILLAC COMMUNITY HEALTH CENTERS,HI
'06E00523,2015,fqhc,MARILLAC COMMUNITY HEALTH CENTERS,IN
'06E00523,2014,fqhc,MARILLAC COMMUNITY HEALTH CENTERS,MA
'06E00523,2013,fqhc,MARILLAC COMMUNITY HEALTH CENTERS,MI
'06E00523,2012,fqhc,MARILLAC COMMUNITY HEALTH CENTERS,MT
'09E00105,2019,fqhc,MARIN CITY HEALTH & WELLNESS CENTER,CA
'09E00105,2018,fqhc,MARIN CITY HEALTH & WELLNESS CENTER,CA
'09E00105,2017,fqhc,MARIN CITY HEALTH & WELLNESS CENTER,FL
'09E00105,2016,fqhc,MARIN CITY HEALTH & WELLNESS CENTER,IA
'09E00105,2015,fqhc,MARIN CITY HEALTH & WELLNESS CENTER,KS
'09E00105,2014,fqhc,MARIN CITY HEALTH & WELLNESS CENTER,MA
'09E00105,2013,fqhc,MARIN CITY HEALTH & WELLNESS CENTER,MN
'09E00105,2012,fqhc,MARIN CITY HEALTH & WELLNESS CENTER,MS
'09E00105,2011,fqhc,MARIN CITY HEALTH & WELLNESS CENTER,NJ
'095380,2019,fqhc,MARIN COMMUNITY CLINIC,CA
'095380,2018,fqhc,MARIN COMMUNITY CLINIC,CA
'095380,2017,fqhc,MARIN COMMUNITY CLINIC,FL
'095380,2016,fqhc,MARIN COMMUNITY CLINIC,IA
'095380,2015,fqhc,MARIN COMMUNITY CLINIC,KS
'095380,2014,fqhc,MARIN COMMUNITY CLINIC,MA
'095380,2013,fqhc,MARIN COMMUNITY CLINIC,MI
'095380,2012,fqhc,MARIN COMMUNITY CLINIC,MN
'095380,2011,fqhc,MARIN COMMUNITY CLINIC,NJ
'2116,2010,fqhc,MARIN COMMUNITY CLINIC,NY
'1001,2009,fqhc,MARIN COMMUNITY CLINIC,OR
'960,2008,fqhc,MARIN COMMUNITY CLINIC,PR
'1408,2007,fqhc,Marin Community Clinic,SC
'2355,2006,fqhc,Marin Community Clinic,TX
'2027,2005,fqhc,Marin Community Clinic,WA
'1007,2004,fqhc,Marin Community Clinic,WA
'2170,2007,fqhc,Mariposa Community Health Center,TN
'2890,2006,fqhc,Mariposa Community Health Center,TX
'1699,2005,fqhc,Mariposa Community Health Center,VT
'1492,2004,fqhc,Mariposa Community Health Center,WV
'090090,2019,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",AZ
'090090,2018,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",CA
'090090,2017,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",DE
'090090,2016,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",HI
'090090,2015,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",IN
'090090,2014,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",MA
'090090,2013,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",MI
'090090,2012,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",MS
'090090,2011,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",NJ
'1176,2010,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",NM
'52,2009,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",OH
'51,2008,fqhc,"MARIPOSA COMMUNITY HEALTH CENTER, INC",OR
'2524,2006,fqhc,Marshfield Family Health Center,TX
'1964,2005,fqhc,Marshfield Family Hlth Center,WA
'1780,2004,fqhc,Marshfield Family Hlth Center,WV
'1258,2005,fqhc,"Martin Luther King, Jr. Family Clinic",VA
'1540,2004,fqhc,"Martin Luther King, Jr. Family Clinic",WV
'061010,2019,fqhc,"MARTIN LUTHER KING, JR. FAMILY CLINIC, INC.",AS
'061010,2018,fqhc,"MARTIN LUTHER KING, JR. FAMILY CLINIC, INC.",CA
'061010,2017,fqhc,"MARTIN LUTHER KING, JR. FAMILY CLINIC, INC.",CT
'061010,2016,fqhc,"MARTIN LUTHER KING, JR. FAMILY CLINIC, INC.",GA
'061010,2015,fqhc,"MARTIN LUTHER KING, JR. FAMILY CLINIC, INC.",IN
'061010,2014,fqhc,"MARTIN LUTHER KING, JR. FAMILY CLINIC, INC.",MA
'061010,2013,fqhc,"MARTIN LUTHER KING, JR. FAMILY CLINIC, INC.",MI
'061010,2012,fqhc,"MARTIN LUTHER KING, JR. FAMILY CLINIC, INC.",MS
'061010,2011,fqhc,"MARTIN LUTHER KING, JR. FAMILY CLINIC, INC.",NH
'2001,2010,fqhc,"Martin Luther King, Jr. Family Clinic, Inc.",NY
'886,2009,fqhc,"Martin Luther King, Jr. Family Clinic, Inc.",OR
'849,2008,fqhc,"Martin Luther King, Jr. Family Clinic, Inc.",PR
'1844,2007,fqhc,"Martin Luther King, Jr. Family Clinic, Inc.",TN
'2876,2006,fqhc,"Martin Luther King, Jr. Family Clinic, Inc.",TX
'0322430,2019,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,AK
'0322430,2018,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,CA
'0322430,2017,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,CA
'0322430,2016,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,FL
'0322430,2015,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,IL
'0322430,2014,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,KY
'0322430,2013,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,MD
'0322430,2012,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,MS
'0322430,2011,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,NC
'1295,2010,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,NV
'172,2009,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,OH
'165,2008,fqhc,MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS,PA
'037030,2019,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,AK
'037030,2018,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,CA
'037030,2017,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,CA
'037030,2016,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,FL
'037030,2015,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,IL
'037030,2014,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,LA
'037030,2013,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,ME
'037030,2012,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,MS
'037030,2011,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,NC
'2179,2010,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,NY
'1064,2009,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,OR
'1019,2008,fqhc,MARY'S CENTER FOR MATERNAL & CHILD CARE INC,PR
'2004,2005,fqhc,"Mary's Center for Maternal and Child Care, Inc",WA
'1976,2007,fqhc,"Mary's Center for Maternal and Child Care, Inc.",TN
'2684,2006,fqhc,"Mary's Center for Maternal and Child Care, Inc.",TX
'1318,2005,fqhc,Massachusetts League of Community Health Centers,VA
'06E00042,2019,fqhc,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,AZ
'06E00042,2018,fqhc,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,CA
'06E00042,2017,fqhc,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,CT
'06E00042,2016,fqhc,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,HI
'06E00042,2015,fqhc,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,IN
'06E00042,2014,fqhc,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,MA
'06E00042,2013,fqhc,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,MI
'06E00042,2012,fqhc,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,NC
'06E00042,2011,fqhc,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM,NJ
'1420,2010,fqhc,Matagorda Episcopal Health Outreach Program,NY
'300,2009,fqhc,Matagorda Episcopal Health Outreach Program,OH
'1446,2007,fqhc,Mat-Su Health Services,SC
'1012890,2019,fqhc,"MAT-SU HEALTH SERVICES, INC.",CA
'1012890,2018,fqhc,"MAT-SU HEALTH SERVICES, INC.",CA
'1012890,2017,fqhc,"MAT-SU HEALTH SERVICES, INC.",FL
'1012890,2016,fqhc,"MAT-SU HEALTH SERVICES, INC.",ID
'1012890,2015,fqhc,"MAT-SU HEALTH SERVICES, INC.",KS
'1012890,2014,fqhc,"MAT-SU HEALTH SERVICES, INC.",MA
'1012890,2013,fqhc,"MAT-SU HEALTH SERVICES, INC.",MN
'1012890,2012,fqhc,"MAT-SU HEALTH SERVICES, INC.",MO
'1012890,2011,fqhc,"MAT-SU HEALTH SERVICES, INC.",NM
'1834,2010,fqhc,"MAT-SU Health Services, Inc.",NY
'719,2009,fqhc,"MAT-SU Health Services, Inc.",OK
'687,2008,fqhc,"MAT-SU Health Services, Inc.",PA
'2197,2006,fqhc,"Mat-Su Health Services, Inc.",TX
'1431,2005,fqhc,"Mat-Su Health Services, Inc.",VA
'012010,2019,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,AK
'012010,2018,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,CA
'012010,2017,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,CA
'012010,2016,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,FL
'012010,2015,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,ID
'012010,2014,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,KY
'012010,2013,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,MD
'012010,2012,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,MO
'012010,2011,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,NC
'1654,2010,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,NY
'535,2009,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,OH
'511,2008,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,PA
'2110,2007,fqhc,Mattapan Community Health Center,TN
'2549,2006,fqhc,Mattapan Community Health Center,TX
'1597,2005,fqhc,Mattapan Community Health Center,VI
'1393,2004,fqhc,MATTAPAN COMMUNITY HEALTH CENTER,WV
'10E01221,2019,fqhc,MATTAWA COMMUNITY MEDICAL CLINIC,CA
'10E01221,2018,fqhc,MATTAWA COMMUNITY MEDICAL CLINIC,CA
'10E01221,2017,fqhc,MATTAWA COMMUNITY MEDICAL CLINIC,FL
'10E01221,2016,fqhc,MATTAWA COMMUNITY MEDICAL CLINIC,ID
'10E01221,2015,fqhc,MATTAWA COMMUNITY MEDICAL CLINIC,KY
'041420,2015,fqhc,MATTHEW WALKER COMPREHENSIVE,IL
'041420,2014,fqhc,MATTHEW WALKER COMPREHENSIVE,LA
'041420,2013,fqhc,MATTHEW WALKER COMPREHENSIVE,ME
'041420,2012,fqhc,MATTHEW WALKER COMPREHENSIVE,MT
'041420,2011,fqhc,MATTHEW WALKER COMPREHENSIVE,NC
'1747,2010,fqhc,MATTHEW WALKER COMPREHENSIVE,NY
'629,2009,fqhc,MATTHEW WALKER COMPREHENSIVE,OK
'600,2008,fqhc,MATTHEW WALKER COMPREHENSIVE,PA
'2039,2006,fqhc,Matthew Walker Comprehensive Health Center,TX
'1262,2005,fqhc,Matthew Walker Comprehensive Health Ctr,VA
'1436,2004,fqhc,Matthew Walker Comprehensive Health Ctr,WV
'041420,2019,fqhc,MATTHEW WALKER HEALTH CENTER,AL
'041420,2018,fqhc,MATTHEW WALKER HEALTH CENTER,CA
'041420,2017,fqhc,MATTHEW WALKER HEALTH CENTER,CA
'041420,2016,fqhc,MATTHEW WALKER HEALTH CENTER,FM
'1171,2007,fqhc,Matthew Walker Health Center,RI
'04E01085,2019,fqhc,MAURY REGIONAL HOSPITAL,AL
'04E01085,2018,fqhc,MAURY REGIONAL HOSPITAL,CA
'04E01085,2017,fqhc,MAURY REGIONAL HOSPITAL,CO
'04E01085,2016,fqhc,MAURY REGIONAL HOSPITAL,GA
'04E01085,2015,fqhc,MAURY REGIONAL HOSPITAL,IL
'04E01085,2014,fqhc,MAURY REGIONAL HOSPITAL,LA
'09E00575,2019,lookalike,"MAYVIEW COMMUNITY HEALTH CENTER, INC.",AK
'09E00575,2018,lookalike,"MAYVIEW COMMUNITY HEALTH CENTER, INC.",CA
'09E00575,2017,lookalike,"MAYVIEW COMMUNITY HEALTH CENTER, INC.",CA
'09E00575,2016,lookalike,"MAYVIEW COMMUNITY HEALTH CENTER, INC.",FL
'09E00476,2019,fqhc,"MCCLOUD HEALTHCARE CLINIC, INC",CA
'09E00476,2018,fqhc,"MCCLOUD HEALTHCARE CLINIC, INC",CA
'09E00476,2017,fqhc,"MCCLOUD HEALTHCARE CLINIC, INC",FL
'09E00476,2016,fqhc,"MCCLOUD HEALTHCARE CLINIC, INC",IA
'09E00476,2015,fqhc,"MCCLOUD HEALTHCARE CLINIC, INC",KS
'09E00476,2014,fqhc,"MCCLOUD HEALTHCARE CLINIC, INC",MA
'09E00476,2013,fqhc,"MCCLOUD HEALTHCARE CLINIC, INC",MN
'09E00476,2012,fqhc,"MCCLOUD HEALTHCARE CLINIC, INC",MS
'1682,2007,fqhc,McKinney Community Health Center,SC
'1388,2005,fqhc,"McKinney Community Health Center, Inc",VA
